Country	Subject Descriptor	Units	Scale	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
St. Kitts and Nevis	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	0.145	0.163	0.183	0.187	0.212	0.233	0.258	0.287	0.328	0.361	0.395	0.417	0.440	0.475	0.511	0.540	0.582	0.636	0.650	0.685	0.771	0.832	0.866	0.851	0.910	1.029	1.091	1.120	1.216	1.184	1.180	1.226	1.241	1.332	1.440	1.486	1.537	1.585	1.669	2017
St. Kitts and Nevis	Gross domestic product per capita, constant prices	National currency	Units	11,608.320	11,984.914	12,782.027	12,584.285	13,878.672	14,870.878	16,308.439	17,804.642	19,793.457	21,083.853	22,243.658	22,649.362	23,149.949	24,121.415	25,108.831	25,664.278	26,875.686	28,533.652	28,519.362	29,308.636	31,887.639	33,196.287	33,541.349	31,930.835	32,765.953	35,469.477	36,060.027	35,626.742	37,524.340	35,865.571	34,955.763	35,195.536	34,575.835	36,069.322	37,847.780	38,269.281	38,760.199	38,817.352	39,572.142	2015
St. Kitts and Nevis	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	7,775.742	8,028.000	8,561.941	8,429.484	9,296.519	9,961.141	10,924.080	11,926.300	13,258.491	14,122.853	14,899.739	15,171.497	15,506.811	16,157.540	16,818.953	17,191.015	18,002.467	19,113.042	19,103.470	19,632.159	21,359.684	22,236.272	22,467.409	21,388.619	21,948.016	23,758.950	24,154.526	23,864.293	25,135.384	24,024.271	23,414.843	23,575.453	23,160.351	24,160.752	25,352.038	25,634.377	25,963.214	26,001.498	26,507.088	2015
St. Kitts and Nevis	Population	Persons	Millions	0.043	0.043	0.043	0.043	0.042	0.042	0.042	0.041	0.041	0.041	0.041	0.041	0.041	0.042	0.042	0.043	0.043	0.044	0.044	0.045	0.045	0.046	0.047	0.047	0.048	0.049	0.049	0.050	0.050	0.051	0.051	0.052	0.053	0.053	0.054	0.054	0.055	0.055	0.056	2015
St. Lucia	Gross domestic product, constant prices	National currency	Billions	0.964	1.013	1.035	1.077	1.163	1.310	1.498	1.557	1.773	1.933	2.124	2.132	2.301	2.315	2.352	2.393	2.463	2.446	2.599	2.669	2.670	2.579	2.590	2.700	2.897	2.885	3.063	3.127	3.282	3.235	3.244	3.379	3.368	3.301	3.301	3.310	3.439	3.565	3.600	2017
St. Lucia	Gross domestic product, constant prices	Percent change		-0.510	5.105	2.114	4.059	8.010	12.590	14.402	3.924	13.899	8.983	9.890	0.376	7.952	0.583	1.599	1.749	2.922	-0.694	6.286	2.670	0.049	-3.409	0.417	4.264	7.268	-0.411	6.196	2.068	4.977	-1.454	0.304	4.139	-0.314	-1.995	0.005	0.271	3.891	3.672	0.988	2017
St. Lucia	Gross domestic product, current prices	National currency	Billions	0.411	0.469	0.443	0.476	0.607	0.687	0.821	0.907	1.038	1.176	1.400	1.482	1.628	1.654	1.724	1.842	1.905	1.947	2.119	2.227	2.253	2.156	2.174	2.385	2.577	2.743	3.063	3.454	3.474	3.453	3.778	3.900	3.882	3.999	4.165	4.431	4.558	4.887	5.060	2017
St. Lucia	Gross domestic product, current prices	U.S. dollars	Billions	0.152	0.174	0.164	0.176	0.225	0.254	0.304	0.336	0.384	0.435	0.518	0.549	0.603	0.613	0.638	0.682	0.706	0.721	0.785	0.825	0.834	0.798	0.805	0.883	0.954	1.016	1.135	1.279	1.287	1.279	1.399	1.444	1.438	1.481	1.542	1.641	1.688	1.810	1.874	2017
St. Lucia	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	0.260	0.299	0.324	0.351	0.393	0.456	0.532	0.567	0.668	0.757	0.863	0.895	0.989	1.018	1.056	1.097	1.150	1.162	1.249	1.300	1.330	1.313	1.339	1.422	1.567	1.609	1.760	1.845	1.975	1.961	1.990	2.115	2.149	2.143	2.184	2.213	2.324	2.455	2.536	2017
St. Lucia	Gross domestic product per capita, constant prices	National currency	Units	8,278.075	8,583.745	8,652.367	8,887.207	9,465.809	10,493.189	11,824.388	12,116.187	13,599.080	14,563.753	15,835.881	15,677.441	16,657.498	16,640.809	16,573.452	16,537.449	16,746.202	16,340.719	17,106.652	17,363.357	17,116.593	16,333.899	16,274.751	16,811.667	17,832.166	17,554.007	18,411.114	18,574.000	19,270.244	19,636.184	19,571.877	20,187.613	19,916.093	19,332.455	19,163.914	19,095.570	19,714.359	20,310.353	20,382.550	2015
St. Lucia	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	5,182.266	5,373.622	5,416.581	5,563.596	5,925.814	6,568.978	7,402.340	7,585.012	8,513.337	9,117.245	9,913.626	9,814.439	10,427.978	10,417.530	10,375.363	10,352.824	10,483.509	10,229.666	10,709.158	10,869.861	10,715.382	10,225.397	10,188.369	10,524.491	11,163.347	10,989.213	11,525.782	11,627.752	12,063.617	12,292.704	12,252.446	12,637.911	12,467.933	12,102.562	11,997.052	11,954.267	12,341.643	12,714.749	12,759.946	2015
St. Lucia	Population	Persons	Millions	0.116	0.118	0.120	0.121	0.123	0.125	0.127	0.129	0.130	0.133	0.134	0.136	0.138	0.139	0.142	0.145	0.147	0.150	0.152	0.154	0.156	0.158	0.159	0.161	0.162	0.164	0.166	0.168	0.170	0.165	0.166	0.167	0.169	0.171	0.172	0.173	0.174	0.176	0.177	2015
St. Vincent and the Grenadines	Gross domestic product, constant prices	National currency	Billions	0.499	0.519	0.532	0.549	0.578	0.603	0.636	0.640	0.724	0.748	0.784	0.801	0.858	0.889	0.878	0.938	0.948	0.983	1.027	1.049	1.068	1.086	1.152	1.237	1.294	1.333	1.413	1.457	1.449	1.420	1.387	1.390	1.408	1.443	1.447	1.459	1.471	1.481	1.510	2017
St. Vincent and the Grenadines	Gross domestic product, constant prices	Percent change		2.910	3.878	2.579	3.217	5.304	4.271	5.405	0.650	13.168	3.273	4.806	2.221	7.097	3.589	-1.165	6.798	1.060	3.741	4.459	2.107	1.806	1.662	6.126	7.344	4.609	3.025	6.038	3.064	-0.546	-2.000	-2.331	0.247	1.299	2.494	0.243	0.836	0.830	0.687	1.959	2017
St. Vincent and the Grenadines	Gross domestic product, current prices	National currency	Billions	0.222	0.276	0.307	0.330	0.365	0.393	0.434	0.474	0.542	0.580	0.649	0.688	0.750	0.773	0.781	0.853	0.895	0.939	1.009	1.055	1.070	1.161	1.247	1.301	1.409	1.487	1.650	1.760	1.878	1.822	1.839	1.826	1.871	1.947	1.965	2.040	2.081	2.120	2.231	2017
St. Vincent and the Grenadines	Gross domestic product, current prices	U.S. dollars	Billions	0.082	0.102	0.114	0.122	0.135	0.146	0.161	0.176	0.201	0.215	0.240	0.255	0.278	0.286	0.289	0.316	0.331	0.348	0.374	0.391	0.396	0.430	0.462	0.482	0.522	0.551	0.611	0.652	0.695	0.675	0.681	0.676	0.693	0.721	0.728	0.755	0.771	0.785	0.826	2017
St. Vincent and the Grenadines	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	0.167	0.190	0.207	0.222	0.242	0.260	0.280	0.289	0.338	0.363	0.395	0.417	0.457	0.485	0.489	0.534	0.549	0.579	0.612	0.634	0.660	0.686	0.739	0.808	0.868	0.922	1.007	1.066	1.081	1.067	1.055	1.079	1.114	1.162	1.187	1.210	1.233	1.265	1.319	2017
St. Vincent and the Grenadines	Gross domestic product per capita, constant prices	National currency	Units	5,072.694	5,224.003	5,315.453	5,444.884	5,691.777	5,893.129	6,169.087	6,168.249	6,938.573	7,129.035	7,414.318	7,520.838	8,056.440	8,347.493	8,252.153	8,815.174	8,910.704	9,246.169	9,660.727	9,866.530	10,047.038	10,216.338	10,793.632	11,534.677	12,012.802	12,321.495	13,007.963	13,347.760	13,261.659	12,983.454	12,668.153	12,686.805	12,838.720	13,145.818	13,164.536	13,261.389	13,358.035	13,436.328	13,685.794	2016
St. Vincent and the Grenadines	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	3,939.296	4,056.798	4,127.815	4,228.327	4,420.056	4,576.420	4,790.721	4,790.070	5,388.279	5,536.186	5,757.728	5,840.448	6,256.380	6,482.403	6,408.365	6,845.590	6,919.775	7,180.286	7,502.219	7,662.039	7,802.216	7,933.689	8,381.998	8,957.470	9,328.768	9,568.489	10,101.578	10,365.454	10,298.590	10,082.546	9,837.692	9,852.177	9,970.150	10,208.632	10,223.168	10,298.381	10,373.433	10,434.233	10,627.961	2016
St. Vincent and the Grenadines	Population	Persons	Millions	0.098	0.099	0.100	0.101	0.102	0.102	0.103	0.104	0.104	0.105	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.107	0.107	0.108	0.108	0.109	0.109	0.109	0.109	0.109	0.110	0.110	0.110	0.110	0.110	0.110	0.110	0.110	2016
Sudan	Gross domestic product, constant prices	National currency	Billions	6.586	7.003	7.292	7.182	6.777	6.735	7.404	7.882	8.226	8.343	8.201	8.777	9.264	9.519	9.853	10.726	11.312	11.998	12.986	13.536	14.671	16.266	17.232	18.316	19.257	20.344	21.673	22.916	23.798	23.139	24.032	23.353	19.382	19.762	20.685	21.081	21.700	22.061	21.591	2014
Sudan	Gross domestic product, constant prices	Percent change		2.500	6.320	4.127	-1.510	-5.626	-0.624	9.929	6.463	4.363	1.419	-1.700	7.024	5.541	2.750	3.514	8.860	5.465	6.057	8.242	4.235	8.385	10.867	5.941	6.289	5.136	5.648	6.531	5.735	3.847	-2.768	3.858	-2.825	-17.005	1.963	4.671	1.913	2.938	1.663	-2.131	2014
Sudan	Gross domestic product, current prices	National currency	Billions	0.005	0.006	0.006	0.008	0.010	0.013	0.019	0.034	0.043	0.076	0.101	0.177	0.302	0.836	1.726	3.888	10.478	16.137	21.936	27.059	33.771	40.659	47.756	55.734	68.721	85.707	98.292	119.837	135.512	134.215	170.993	209.071	225.798	314.076	440.700	512.336	637.075	827.813	1,359.778	2014
Sudan	Gross domestic product, current prices	U.S. dollars	Billions	9.095	6.530	4.748	6.485	7.992	5.547	7.400	11.964	9.551	16.853	2.245	2.528	3.100	5.246	5.961	6.694	8.377	10.241	10.924	10.714	13.134	15.716	18.137	21.355	26.646	35.183	45.264	59.440	64.833	54.812	65.716	66.448	48.948	52.892	60.726	65.296	55.566	45.677	33.903	2014
Sudan	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	20.757	24.157	26.708	27.335	26.728	27.401	30.729	33.524	36.220	38.175	38.930	43.074	46.497	48.908	51.707	57.469	61.720	66.587	72.886	77.070	85.399	96.757	104.127	112.731	121.711	132.591	145.526	158.005	167.275	163.885	172.192	170.822	144.494	149.915	159.886	164.688	171.381	177.544	177.678	2014
Sudan	Gross domestic product per capita, constant prices	National currency	Units	352.591	363.964	368.266	352.729	318.027	307.435	328.756	340.470	348.577	344.760	318.499	330.850	339.087	338.381	340.351	383.763	395.537	410.877	435.785	445.276	471.749	509.900	526.979	545.116	558.590	576.326	598.409	616.694	624.187	591.533	598.787	714.996	552.884	546.463	554.720	548.480	548.008	540.949	514.269	2011
Sudan	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	2,579.159	2,662.352	2,693.820	2,580.169	2,326.331	2,248.849	2,404.812	2,490.494	2,549.797	2,521.874	2,329.781	2,420.127	2,480.378	2,475.213	2,489.623	2,807.180	2,893.305	3,005.512	3,187.715	3,257.141	3,450.787	3,729.853	3,854.783	3,987.457	4,086.015	4,215.752	4,377.291	4,511.037	4,565.853	4,326.989	4,380.054	5,230.108	4,044.280	3,997.309	4,057.710	4,012.061	4,008.612	3,956.975	3,761.814	2011
Sudan	Population	Persons	Millions	18.680	19.240	19.800	20.360	21.311	21.908	22.521	23.152	23.600	24.200	25.750	26.530	27.320	28.130	28.950	27.950	28.600	29.200	29.800	30.400	31.100	31.900	32.700	33.600	34.474	35.300	36.218	37.159	38.126	39.117	40.134	32.661	35.056	36.164	37.289	38.435	39.599	40.783	41.985	2011
Suriname	Gross domestic product, constant prices	National currency	Billions	5.899	6.011	5.632	5.345	5.184	5.138	5.015	4.573	5.067	5.184	5.106	4.401	4.573	4.472	4.159	4.629	5.148	5.508	5.629	5.579	5.573	5.846	6.065	6.441	6.911	7.251	7.669	8.061	8.395	8.648	9.095	9.627	9.886	10.176	10.202	9.854	9.306	9.463	9.652	2017
Suriname	Gross domestic product, constant prices	Percent change		-6.500	1.900	-6.300	-5.100	-3.000	-0.900	-2.400	-8.800	10.800	2.300	-1.500	-13.799	3.900	-2.200	-7.000	11.300	11.200	7.000	2.200	-0.900	-0.100	4.902	3.747	6.190	7.305	4.919	5.767	5.099	4.149	3.017	5.163	5.847	2.697	2.931	0.254	-3.414	-5.560	1.691	2.000	2017
Suriname	Gross domestic product, current prices	National currency	Billions	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.005	0.006	0.008	0.020	0.109	0.410	0.462	0.496	0.596	1.019	1.674	2.374	3.230	4.200	5.105	6.106	7.206	8.061	9.698	10.638	11.993	14.452	16.434	16.981	17.294	16.357	19.720	22.978	25.576	2017
Suriname	Gross domestic product, current prices	U.S. dollars	Billions	1.192	1.333	1.372	1.325	1.296	1.309	1.336	1.469	1.741	2.034	0.539	0.594	0.551	0.434	0.488	0.927	1.153	1.235	1.483	1.222	1.266	1.090	1.376	1.615	1.868	2.235	2.626	2.936	3.533	3.876	4.368	4.422	4.980	5.146	5.241	4.787	3.166	3.069	3.427	2017
Suriname	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	2.089	2.330	2.319	2.286	2.298	2.349	2.339	2.186	2.507	2.666	2.724	2.427	2.580	2.583	2.453	2.788	3.157	3.436	3.551	3.570	3.646	3.909	4.119	4.455	4.910	5.311	5.788	6.246	6.632	6.884	7.324	7.914	8.284	8.676	8.863	8.652	8.260	8.559	8.927	2017
Suriname	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12,504.588	10,620.129	10,904.440	10,507.791	9,656.807	10,590.465	11,637.045	12,269.521	12,390.466	12,099.770	11,943.588	12,346.696	12,656.258	13,306.412	14,023.816	14,544.960	15,209.447	15,805.891	16,236.261	16,499.873	17,122.221	17,829.977	18,252.423	18,494.284	18,257.520	17,369.463	16,162.379	16,220.200	16,332.285	2016
Suriname	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10,280.261	8,731.012	8,964.749	8,638.656	7,939.046	8,706.624	9,567.037	10,087.009	10,186.440	9,947.453	9,819.052	10,150.455	10,404.953	10,939.456	11,529.247	11,957.690	12,503.978	12,994.325	13,348.141	13,564.862	14,076.506	14,658.366	15,005.667	15,204.505	15,009.857	14,279.768	13,287.402	13,334.937	13,427.084	2016
Suriname	Population	Persons	Millions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.408	0.414	0.419	0.426	0.431	0.437	0.442	0.449	0.454	0.461	0.467	0.474	0.479	0.484	0.493	0.499	0.504	0.510	0.517	0.524	0.531	0.540	0.542	0.550	0.559	0.567	0.576	0.583	0.591	2016
Sweden	Gross domestic product, constant prices	National currency	Billions	1,981.016	2,070.964	2,100.493	2,143.715	2,235.779	2,286.575	2,353.501	2,430.356	2,490.151	2,551.482	2,571.884	2,545.475	2,520.656	2,474.132	2,575.268	2,678.795	2,719.487	2,798.687	2,917.378	3,048.272	3,192.931	3,243.170	3,310.475	3,388.595	3,534.670	3,634.231	3,805.024	3,934.703	3,912.785	3,709.481	3,931.752	4,037.092	4,025.040	4,074.884	4,180.908	4,367.233	4,484.448	4,578.833	4,686.054	2018
Sweden	Gross domestic product, constant prices	Percent change		4.555	4.540	1.426	2.058	4.295	2.272	2.927	3.266	2.460	2.463	0.800	-1.027	-0.975	-1.846	4.088	4.020	1.519	2.912	4.241	4.487	4.746	1.573	2.075	2.360	4.311	2.817	4.700	3.408	-0.557	-5.196	5.992	2.679	-0.299	1.238	2.602	4.457	2.684	2.105	2.342	2018
Sweden	Gross domestic product, current prices	National currency	Billions	584.413	638.634	699.524	784.825	881.974	959.717	1,049.286	1,135.409	1,241.401	1,373.535	1,514.857	1,624.458	1,627.077	1,635.959	1,746.392	1,885.648	1,934.378	2,021.978	2,124.406	2,240.573	2,383.626	2,481.916	2,573.959	2,680.863	2,808.403	2,910.683	3,102.834	3,300.983	3,391.681	3,292.009	3,523.824	3,661.043	3,688.871	3,773.939	3,940.925	4,201.543	4,385.497	4,578.833	4,790.748	2018
Sweden	Gross domestic product, current prices	U.S. dollars	Billions	138.173	126.126	111.343	102.363	106.624	111.544	147.297	179.074	202.607	213.054	255.940	268.618	279.382	210.185	226.335	264.346	288.457	264.834	267.225	271.176	260.157	240.283	264.345	331.531	382.154	389.489	420.538	488.400	514.585	430.113	488.909	563.797	544.482	579.361	574.413	498.118	512.205	535.607	551.135	2018
Sweden	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	87.756	100.420	108.145	114.693	123.935	130.760	137.296	145.287	154.111	164.098	171.600	175.582	177.833	178.686	189.962	201.742	208.556	218.331	230.152	243.951	261.240	271.170	281.177	293.156	314.026	332.928	359.123	381.339	386.590	369.298	395.987	415.090	421.789	434.504	454.244	479.562	497.816	517.957	542.037	2018
Sweden	Gross domestic product per capita, constant prices	National currency	Units	238,161.963	248,823.235	252,236.210	257,331.038	267,994.794	273,574.656	280,796.610	288,843.835	294,382.784	299,222.614	299,382.467	294,474.775	289,996.805	282,916.085	292,100.353	303,116.969	307,477.789	316,320.708	329,486.323	343,993.393	359,451.285	364,027.770	370,266.581	377,531.148	392,244.617	401,672.261	417,526.248	428,480.266	422,713.734	397,131.708	417,579.817	425,725.375	421,210.242	422,492.634	428,927.437	443,328.136	448,662.267	452,443.034	458,061.511	2017
Sweden	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	24,487.580	25,583.762	25,934.681	26,458.526	27,554.963	28,128.679	28,871.233	29,698.641	30,268.150	30,765.777	30,782.213	30,277.609	29,817.188	29,089.156	30,033.473	31,166.191	31,614.566	32,523.786	33,877.462	35,369.065	36,958.430	37,428.980	38,070.448	38,817.384	40,330.208	41,299.550	42,929.641	44,055.922	43,463.013	40,832.694	42,935.149	43,772.667	43,308.426	43,440.280	44,101.900	45,582.566	46,131.016	46,519.751	47,097.437	2017
Sweden	Population	Persons	Millions	8.318	8.323	8.327	8.331	8.343	8.358	8.382	8.414	8.459	8.527	8.591	8.644	8.692	8.745	8.816	8.837	8.844	8.848	8.854	8.861	8.883	8.909	8.941	8.976	9.011	9.048	9.113	9.183	9.256	9.341	9.416	9.483	9.556	9.645	9.747	9.851	9.995	10.120	10.230	2017
Switzerland	Gross domestic product, constant prices	National currency	Billions	361.504	367.295	362.514	364.699	376.001	389.725	396.964	403.245	416.597	434.895	450.403	446.729	445.981	445.427	451.324	453.743	456.163	466.775	480.467	488.394	508.304	514.838	515.795	516.161	529.695	546.448	568.722	592.081	604.581	591.110	608.070	619.239	625.471	637.235	653.066	661.337	671.831	683.092	700.383	2017
Switzerland	Gross domestic product, constant prices	Percent change		5.110	1.602	-1.302	0.603	3.099	3.650	1.858	1.582	3.311	4.392	3.566	-0.816	-0.168	-0.124	1.324	0.536	0.533	2.326	2.933	1.650	4.077	1.285	0.186	0.071	2.622	3.163	4.076	4.107	2.111	-2.228	2.869	1.837	1.006	1.881	2.484	1.267	1.587	1.676	2.531	2017
Switzerland	Gross domestic product, current prices	National currency	Billions	199.332	213.916	226.537	233.588	249.699	264.826	277.841	288.373	306.364	330.804	358.427	374.555	381.897	390.354	400.290	405.308	408.194	415.895	427.440	434.927	459.682	470.298	469.951	475.575	489.417	508.879	540.580	576.505	599.861	589.359	608.070	621.336	626.270	638.402	650.005	654.151	660.457	668.616	688.186	2017
Switzerland	Gross domestic product, current prices	U.S. dollars	Billions	118.954	108.905	111.579	111.278	106.269	107.779	154.449	193.384	209.365	202.212	258.017	261.197	271.577	264.178	292.675	342.764	330.251	286.565	294.824	289.535	272.188	278.676	301.520	353.154	393.582	408.680	431.138	480.274	553.842	541.619	583.053	699.670	667.890	688.747	709.496	679.721	670.247	679.011	703.750	2017
Switzerland	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	108.420	120.578	126.362	132.102	141.111	150.887	156.784	163.204	174.554	189.365	203.457	208.623	213.020	217.796	225.391	231.351	236.844	246.533	256.620	264.621	281.565	291.439	296.600	302.322	318.601	338.916	363.405	388.495	404.413	398.416	414.623	431.059	443.749	460.027	480.375	491.662	504.923	523.146	548.483	2017
Switzerland	Gross domestic product per capita, constant prices	National currency	Units	57,345.225	57,978.721	56,882.755	56,895.367	58,494.213	60,366.248	61,212.614	61,819.010	63,437.932	65,694.109	67,486.170	66,113.571	65,173.272	64,479.878	64,761.630	64,644.921	64,594.039	65,919.319	67,709.498	68,556.204	70,952.582	71,525.104	71,085.336	70,571.684	71,930.282	73,694.943	76,246.360	78,849.487	79,623.482	76,747.533	78,097.804	78,683.443	78,626.147	79,267.944	80,229.177	80,278.818	80,681.026	81,127.304	82,553.438	2017
Switzerland	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	39,918.663	40,359.647	39,596.732	39,605.511	40,718.486	42,021.631	42,610.796	43,032.915	44,159.865	45,730.416	46,977.890	46,022.408	45,367.855	44,885.176	45,081.307	45,000.064	44,964.644	45,887.187	47,133.351	47,722.753	49,390.899	49,789.438	49,483.310	49,125.751	50,071.487	51,299.887	53,075.958	54,888.024	55,426.811	53,424.830	54,364.769	54,772.439	54,732.554	55,179.316	55,848.442	55,882.997	56,162.979	56,473.638	57,466.386	2017
Switzerland	Population	Persons	Millions	6.304	6.335	6.373	6.410	6.428	6.456	6.485	6.523	6.567	6.620	6.674	6.757	6.843	6.908	6.969	7.019	7.062	7.081	7.096	7.124	7.164	7.198	7.256	7.314	7.364	7.415	7.459	7.509	7.593	7.702	7.786	7.870	7.955	8.039	8.140	8.238	8.327	8.420	8.484	2017
Syria	Gross domestic product, constant prices	National currency	Billions	464.241	503.530	516.534	524.824	490.720	526.524	501.478	507.753	572.342	537.618	593.303	656.946	743.967	799.085	843.305	889.039	915.408	905.429	955.713	925.884	947.130	981.983	1,039.888	1,018.708	1,089.026	1,156.714	1,215.082	1,284.035	1,341.515	1,420.832	1,469.703	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product, constant prices	Percent change		10.493	8.463	2.583	1.605	-6.498	7.296	-4.757	1.251	12.721	-6.067	10.358	10.727	13.246	7.409	5.534	5.423	2.966	-1.090	5.554	-3.121	2.295	3.680	5.897	-2.037	6.903	6.215	5.046	5.675	4.477	5.912	3.440	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product, current prices	National currency	Billions	51.270	65.777	68.788	73.291	75.342	83.225	99.933	127.712	186.047	208.892	268.328	311.564	371.630	413.755	506.101	570.975	690.857	745.569	790.444	819.092	947.130	1,010.152	1,118.106	1,074.163	1,266.891	1,506.440	1,726.404	2,020.838	2,448.060	2,520.705	2,791.775	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product, current prices	U.S. dollars	Billions	12.980	16.652	17.415	18.649	19.171	21.177	25.428	32.497	16.538	9.849	12.303	12.738	13.263	13.796	15.105	16.556	17.761	16.573	16.144	16.785	19.861	20.979	22.758	21.702	25.204	28.881	33.824	40.488	52.631	53.939	60.043	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	18.943	22.490	24.496	25.864	25.056	27.734	26.947	27.959	32.627	31.849	36.463	41.740	48.346	53.159	57.298	61.672	64.664	65.062	69.448	68.252	71.379	75.629	81.356	81.179	89.118	97.606	105.634	114.627	122.088	130.292	136.344	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product per capita, constant prices	National currency	Units	50,854.219	53,319.417	52,932.014	52,046.620	47,096.309	48,859.677	45,044.237	44,111.118	48,099.995	43,716.820	46,639.949	50,139.844	55,172.476	57,633.726	59,218.412	60,849.921	61,135.891	59,048.095	60,866.743	57,541.610	57,364.059	57,897.575	59,632.623	56,746.588	58,829.100	60,492.994	62,006.057	63,937.379	65,181.289	67,362.715	68,700.773	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	4,816.292	5,049.766	5,013.076	4,929.222	4,460.389	4,627.393	4,266.042	4,177.668	4,555.446	4,140.325	4,417.168	4,748.635	5,225.265	5,458.365	5,608.447	5,762.963	5,790.047	5,592.316	5,764.557	5,449.640	5,432.825	5,483.353	5,647.676	5,374.346	5,571.576	5,729.160	5,872.459	6,055.370	6,173.178	6,379.776	6,506.501	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Syria	Population	Persons	Millions	9.129	9.444	9.758	10.084	10.419	10.776	11.133	11.511	11.899	12.298	12.721	13.102	13.484	13.865	14.241	14.610	14.973	15.334	15.702	16.091	16.511	16.961	17.438	17.952	18.512	19.121	19.596	20.083	20.581	21.092	21.393	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
Taiwan Province of China	Gross domestic product, constant prices	National currency	Billions	2,176.864	2,331.586	2,443.449	2,664.424	2,932.155	3,073.105	3,426.991	3,862.305	4,172.003	4,537.024	4,793.163	5,193.843	5,624.580	6,007.177	6,457.362	6,877.169	7,301.854	7,748.223	8,074.502	8,616.866	9,170.116	9,054.580	9,559.334	9,953.235	10,600.793	11,174.918	11,803.335	12,572.550	12,661.079	12,462.729	13,787.642	14,312.200	14,607.569	14,929.292	15,529.606	15,654.835	15,891.514	16,380.812	16,811.634	2018
Taiwan Province of China	Gross domestic product, constant prices	Percent change		8.039	7.108	4.798	9.044	10.048	4.807	11.516	12.703	8.018	8.749	5.646	8.359	8.293	6.802	7.494	6.501	6.175	6.113	4.211	6.717	6.421	-1.260	5.575	4.121	6.506	5.416	5.623	6.517	0.704	-1.567	10.631	3.805	2.064	2.202	4.021	0.806	1.512	3.079	2.630	2018
Taiwan Province of China	Gross domestic product, current prices	National currency	Billions	1,522.625	1,805.043	1,938.394	2,170.005	2,418.884	2,536.012	2,966.911	3,344.962	3,615.319	4,033.071	4,480.288	5,023.763	5,614.679	6,205.338	6,784.442	7,396.650	8,036.590	8,717.241	9,381.141	9,815.595	10,351.260	10,158.209	10,680.883	10,965.866	11,649.645	12,092.254	12,640.803	13,407.062	13,150.950	12,961.656	14,119.213	14,312.200	14,686.917	15,230.739	16,111.867	16,770.671	17,176.300	17,501.181	17,777.003	2018
Taiwan Province of China	Gross domestic product, current prices	U.S. dollars	Billions	42.300	48.986	49.545	54.162	61.088	63.641	78.234	105.040	126.461	152.727	166.845	187.351	223.123	235.166	256.438	279.270	292.687	303.706	280.407	304.174	331.407	300.422	308.884	318.597	348.521	375.787	388.547	408.221	417.038	392.106	446.141	485.671	495.919	511.599	530.515	525.601	531.357	574.895	589.391	2018
Taiwan Province of China	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	62.061	72.760	80.963	91.742	104.604	113.100	128.663	148.593	166.168	187.791	205.818	230.566	255.378	279.212	306.545	333.319	360.383	389.008	409.952	443.806	482.858	487.231	522.530	554.164	606.108	658.835	716.944	784.183	805.064	798.493	893.674	947.053	985.139	1,024.500	1,085.860	1,106.323	1,135.324	1,192.529	1,251.487	2018
